relativePath,size,md5,sha256,gameType,language,isRequired,metadata
Data/Cursors/sccpointer.ani,884,54199240e4efefa204418c6c973221b2,ad3829b3e6262f8881ad2a3ddc90e7add848ca5b6bb8fda76facd6ea3a98df00,ZeroHour,EN,False,"{""category"":""other""}"
Data/Cursors/SCCRallyPnt_S.ani,1668,1b3d007599e9307b758c28748321c10b,cfb1cd7baed30b94d5b47a659296738376cafeb4dc492dda6b2c9e5de534d1b9,ZeroHour,EN,False,"{""category"":""other""}"
Data/Cursors/SCCRallyPnt.ani,4064,cec0a2074598b34bebe51d14f7783d31,9d15def280ae76cc3aff9f5ae61547f035b9841ed42e647d13d4cae596a2065d,ZeroHour,EN,False,"{""category"":""other""}"
Data/Cursors/SCCRemoteChg.ani,9412,f8a2450fc0f82f28f584af001dbfbc30,d60b49ac06ae56b56fc03e6cbbf6d1bdbf0bc66eaacec621d7cd0caffd300d6d,ZeroHour,EN,False,"{""category"":""other""}"
Data/Cursors/SCCRepair.ani,5640,a7a77357ec53203c1af9164acf6abff7,baaaa22fb2b331660321833659967d8d057cb50ab31cd2b927459ff0c548ecb6,ZeroHour,EN,False,"{""category"":""other""}"
Data/Cursors/SCCResumeC.ani,17970,a5941a513b20dc2165e7ed9fd2cfdf12,cea73ea5cf0dc34d8299d42ec965eaf2c98a7a501ab1bd5599407f3af91f7e85,ZeroHour,EN,False,"{""category"":""other""}"
Data/Cursors/sccscroll0.ani,888,69a1fbc2773ec932f6a5a7fb37f7f12f,0560079fe4782ac89942eb45e94de7011eb1f4ebb39230890e4917d612bc5d01,ZeroHour,EN,False,"{""category"":""other""}"
Data/Cursors/sccscroll1.ani,888,6aacbae0874a6c9aa335e35947a8ebd0,c48c8691866637e0fa9fc98bb40e2d8240370b4cafd7b767c1595b58789eb06c,ZeroHour,EN,False,"{""category"":""other""}"
Data/Cursors/sccscroll2.ani,888,43f6019d566d0aa8759a42d0a5bec5cd,e62fe7da074898004ee7ef81626830fa94332b3a9d4fe8987e948cea0e2ac1f9,ZeroHour,EN,False,"{""category"":""other""}"
Data/Cursors/sccscroll3.ani,888,6f2e50e14ff2776eae76d961a4a5bfc7,f9c2a000c946a6f6bb420d9671c9ba21a9fc14821a5692a5f2e5b4755fdebb8d,ZeroHour,EN,False,"{""category"":""other""}"
Data/Cursors/SCCScroll4.ani,888,a169748d79da826c10d7e5149c7fd41e,ec77136c9768ca3c50216ae92269aa5fae4f29197a13a355c6f92fcf53ecb279,ZeroHour,EN,False,"{""category"":""other""}"
Data/Cursors/SCCScroll5.ani,888,f17a6fc61a7b944bf5eed66d8242d5ca,2ccb9140e23faf6cc98560e545a54b83efce54dd1bfb01ea84119732d0f04433,ZeroHour,EN,False,"{""category"":""other""}"
Data/Cursors/SCCScroll6.ani,888,33618b4ed32fcec63df6fea44b98bac8,46186f3e8e9243edda6e0baf00e0a0fcaaf5e5d9b4d4531bf13393fdda67acc9,ZeroHour,EN,False,"{""category"":""other""}"
Data/Cursors/SCCScroll7.ani,888,eaae99658bb1a5d14ea89ae89aaf32e0,00904ceec2de7e828c1a5fbe224b1ebf6cb19543f3d24381b64d4329a510e46b,ZeroHour,EN,False,"{""category"":""other""}"
Data/Cursors/SCCSDIUplink.ani,16460,1443e1a4d8c5665e6a88288e1b03e7b0,11de6fad707df80023f91c011569de86705b2770cd1df5bb0394481bf5794fb5,ZeroHour,EN,False,"{""category"":""other""}"
Data/Cursors/SCCSelect.ani,6388,21d58f3402a7f33ca5422fc865d2d602,42840130f31fa90c880ba2855fecff0c4a1cd3e903e6eea862ab95b8dc876427,ZeroHour,EN,False,"{""category"":""other""}"
Data/Cursors/SCCSell.ani,1672,21f1c178ab89de9b364cc8709ad0dce8,3a9dcadef511ad9a2dd1ca9b31eac33a7aa58b652554cd1d18c628c87fab1a4d,ZeroHour,EN,False,"{""category"":""other""}"
Data/Cursors/SCCSniper.ani,15636,29c81451b838097f4baed9b00c3f2873,258ce022aa05087bd0772484d3aceff49b9beb532cd8a8d524f9eb97be57de80,ZeroHour,EN,False,"{""category"":""other""}"
Data/Cursors/SCCSpyDrone.ani,1632,b30aaf4f9ef73831165b1e280050da14,6a4302a4a897d6ded38ee0216bc45975406d40a73270eed12d13cb73c868ba34,ZeroHour,EN,False,"{""category"":""other""}"
Data/Cursors/SCCStop.ani,882,28eb1d384c4ff53a0b44352fd62455b3,ebd5c2968465f5e3898d38d3a737f2bda387be6be6ee246712a5081d703150a1,ZeroHour,EN,False,"{""category"":""other""}"
Data/Cursors/SCCTimedChg.ani,8634,c84d13defbb211c95a8015cfc743320c,727c0863496e777929a86425fcc849e7041b77e3209151f566fe233bf8a2bce6,ZeroHour,EN,False,"{""category"":""other""}"
Data/Cursors/SCCTNTAttack.ani,4744,23569a40a3dbe637a6fdd839d25f58ec,e5c03a381c120e26d04c5c7495c88bf43224f51d89e9ca9d7dea84a5903285fd,ZeroHour,EN,False,"{""category"":""other""}"
Data/Cursors/SCCWaypoint_S.ani,1682,b7566c5d6d3bc8e604f6c07b9dedf4ff,1c585e4c98e05ad6fa916f6d496dcac8673ee651a8cd6743319850e3d14bd4bc,ZeroHour,EN,False,"{""category"":""other""}"
Data/Cursors/SCCWaypoint.ani,1676,c76b8d01c707588e02aea0c9ae052c54,6335fdebaa2ce98e17fec156d75ff9b089ab0f42b70170e5f18383abc73f1e88,ZeroHour,EN,False,"{""category"":""other""}"
Data/English/Movies/Comp_AirGen_000.bik,346496,13ea362d7b47cd7247af5e433e31f16b,2d40193202eb94c4b61d504541e914453c72734ab69777f8805c900607d9b44e,ZeroHour,EN,False,"{""category"":""other""}"
Data/English/Movies/Comp_AirGen_inv_000.bik,151536,e72d42f551369f6f827009696642e7e2,9eaeb8644884408b0b12f4f635939d013baea7d17813794a8760c81bab10e375,ZeroHour,EN,False,"{""category"":""other""}"
Data/English/Movies/Comp_BossGen_000.bik,346964,06e4f22ea5b688b3b8704dd9a2224484,2c5b1fc04a58ab23a140ef5f604370200754db649726fb1f07ed51fd1e34f91a,ZeroHour,EN,False,"{""category"":""other""}"
Data/English/Movies/Comp_BossGen_inv_000.bik,346988,26a765a7dbe257ff065b6a1db6c215a9,113b95f527ab763bb48d598095c0dd570dff925f097ea231d3f18b696d06c620,ZeroHour,EN,False,"{""category"":""other""}"
Data/English/Movies/Comp_DemolGen_000.bik,346204,79f69494f98c180251dc20d4942d3693,43bff2a3b1b88e986038e497080f153a2aa3cfa8ca858bd4c179433ea71a9820,ZeroHour,EN,False,"{""category"":""other""}"
Data/English/Movies/Comp_DemolGen_inv_000.bik,346196,50f505f6a145b77b922c1ce1fc121fec,787436021a38fc4390ef1d9f4672eb05cc5d1da07df81f4989f8bea0289565c8,ZeroHour,EN,False,"{""category"":""other""}"
Data/English/Movies/Comp_InfantryGen_000.bik,346660,909cd4a92955a09cfa5a5d757986cba6,c5dec5ffc859340b06b97bc6e3f50ed48d3aee4022808dae26f52dd32566ce25,ZeroHour,EN,False,"{""category"":""other""}"
Data/English/Movies/Comp_InfantryGen_inv_000.bik,346644,beb578d242b377c7ad85772888c5f3e6,f9c6a21d40ecce522b25e31e3759b75c5d0b2aa9654e89cb922b8109b1ccd259,ZeroHour,EN,False,"{""category"":""other""}"
Data/English/Movies/Comp_LaserGen_000.bik,346720,def7d95800704d912857326956621e34,52c33f472f294b243051d7a8f7e16f84256ef5f83e669ecbd63d6e779cf80289,ZeroHour,EN,False,"{""category"":""other""}"
Data/English/Movies/Comp_LaserGen_inv_000.bik,152152,c6b2fd8c8584e726eb22c83ce47f0bbf,4db8ef4958b397ce3ff6d70bd5559fe52dcae55e5cae11ec383ba678c166a134,ZeroHour,EN,False,"{""category"":""other""}"
Data/English/Movies/Comp_NukeGen_000.bik,346788,0980302323d3e57b0e8a10a13b2d0484,e42916ce2dbc58c626e8faf4d71ed870d000e0c31e3cacca3eed9a213bf5ccfa,ZeroHour,EN,False,"{""category"":""other""}"
Data/English/Movies/Comp_NukeGen_inv_000.bik,346844,8091a036c4013b40914e3e353ec3066b,c2221846962aa329fe184867effd9b58a755b4ef088c799235ce2a6cfeb5a92d,ZeroHour,EN,False,"{""category"":""other""}"
Data/English/Movies/Comp_StealthGen_000.bik,346780,a2805a2af305c3dd696034ec3092757e,b98d23db78e1c5fcb4a4c821210e0209aba982f567c5dd1169d75138df8b0ad8,ZeroHour,EN,False,"{""category"":""other""}"
Data/English/Movies/Comp_StealthGen_inv_000.bik,346576,95f63b145cfbea47c8b2b43dcc5e6e6c,13367541c8eef647f944b689027de3b9e05527fb0c01fea3db76442e96c5594b,ZeroHour,EN,False,"{""category"":""other""}"
Data/English/Movies/Comp_SuperGen_000.bik,346716,c41c7c55a307b7348816c65ab8615318,48f5c1b8e1a4b8385742b9f4186ef3245d081c6d81a57309f9d6dd787adae5e2,ZeroHour,EN,False,"{""category"":""other""}"
Data/English/Movies/Comp_SuperGen_inv_000.bik,346760,99f88fab06fbf9450a78a9d769c52a12,4c532ac82135eb891aace70cbad07de9e0dbb8b829b4c855122cf0024fd49c06,ZeroHour,EN,False,"{""category"":""other""}"
Data/English/Movies/Comp_TankGen_000.bik,346692,fa21d37a99b75bd6f05999bf8b54e075,d38eda028458e75806d52aad0d8d91a6f9a5de9ecd61ddb41914be89aa06c9ee,ZeroHour,EN,False,"{""category"":""other""}"
Data/English/Movies/Comp_TankGen_inv_000.bik,346824,854ca0f56855864f577bdd0e32bf0eb9,39cd6967d21b3480fbd87750052ffe9305adde460a2c66cfdc199b4adec1ac8b,ZeroHour,EN,False,"{""category"":""other""}"
Data/English/Movies/Comp_ThraxGen_000.bik,346192,73cb03cab7bd8e822d46f61250865d77,78995480ccf11157e5a65fb553371683de8b6a34dbba7cc756e55fd1bdf39311,ZeroHour,EN,False,"{""category"":""other""}"
Data/English/Movies/Comp_ThraxGen_inv_000.bik,346212,c52f4f03b949d321e126104500167a3a,f33251a5fa071bfc0326b4cbe7ba5c423c8de886f98dc7fe22659e247ed99725,ZeroHour,EN,False,"{""category"":""other""}"
Data/English/Movies/EA_LOGO.BIK,1596884,30d68ce60d0433e58a77def4f2d6c0fa,ee0f3965f1733ec71a3f60aedc09ae0a53e32e7af9fa97dd5601c2d2ce8aae82,ZeroHour,EN,False,"{""category"":""other""}"
Data/English/Movies/EA_LOGO640.BIK,839924,00d2b4af0fcba270f0c4d50fdab8e71a,e6f33cf7523f09ac8368badee30b394c3a8f263b8d5aca5c26f2535857c43480,ZeroHour,EN,False,"{""category"":""other""}"
Data/English/Movies/MD_China01_0.bik,18455164,58b447f059cc41672f4463533cedf269,1c46249e9145606f09346dff88616e0ac95d3d40d193d53e134594e4693553b5,ZeroHour,EN,False,"{""category"":""other""}"
Data/English/Movies/MD_China02_0.bik,13208784,7ca5f9a4e00e740d8bafbf8a9f7b5a79,09696f151d47db3c8f99fa1f35e862f803e6b1f7b77613a32fc1d674ae589e62,ZeroHour,EN,False,"{""category"":""other""}"
Data/English/Movies/MD_China03_0.bik,14858580,abe073e844cda10163b6b3c8f15bcd80,192ca2cb20e4d7f7b37234a61146854dbae50dedf3405f2bfa89c0d304239c2c,ZeroHour,EN,False,"{""category"":""other""}"
Data/English/Movies/MD_China04_0.bik,16527788,78e2d3e6562d093e2bb3e906f2cd0a45,43f130f39cded46e84b49bff079f791e8e3566e95037547618da0cb9bb89de7c,ZeroHour,EN,False,"{""category"":""other""}"
Data/English/Movies/MD_China05_0.bik,15937612,8de7f4742ea9b8a7e124a664dff9898e,2341a9531021808560fdac241d14ecc2a678e86c013af74161a484cd5a05713c,ZeroHour,EN,False,"{""category"":""other""}"
Data/English/Movies/MD_GLA01_0.bik,15523480,40e2374e0e7b19d54ce433ccbb3b2dea,da4e5a0d5aad89aed9b0643d66c6533fac1e127a3f20e37595223797603f2d57,ZeroHour,EN,False,"{""category"":""other""}"
Data/English/Movies/MD_GLA02_0.bik,13984196,7b94d3111786099a03ada61269c6e40a,55ab92bf9ed77be8c6ad7c167634714634d2b5ba156e5a276d6cc3fb181a91f6,ZeroHour,EN,False,"{""category"":""other""}"
Data/English/Movies/MD_GLA03_0.bik,15558184,ebcb01cfbbd41687a93c5192dcdbdad6,aef36d070fa054a9a595cb3579c93131c2a7f936208b817313d4170c0903665c,ZeroHour,EN,False,"{""category"":""other""}"
Data/English/Movies/MD_GLA04_0.bik,13278492,e1e64e5524e143db38565f92ba95a4e6,dc2aec472a42a85d0307855cfb53e374f81f814db1cc25ae005d3d148874ecc6,ZeroHour,EN,False,"{""category"":""other""}"
Data/English/Movies/MD_GLA05_0.bik,18456064,609304c5ac3e35097c11c45d99a5d391,90a51d388e7662488b236833382e342a5c77db218ef02709ddb6a7f21c178a3d,ZeroHour,EN,False,"{""category"":""other""}"
Data/English/Movies/MD_USA01_0.bik,23077588,ab98eb72484f7380cba94368394a08fc,81810d0e1505611aad402c6ba02e8f18f1224fa5fa7bde40cf769a5d15f3de1d,ZeroHour,EN,False,"{""category"":""other""}"
Data/English/Movies/MD_USA02_0.bik,15983780,d63e78fd37fc7b0788a40fedc537c625,01f8b53b61aa9009c4a8b9092ffdac874c2c280023e2a9311fd358e5b455bf4d,ZeroHour,EN,False,"{""category"":""other""}"
Data/English/Movies/MD_USA03_0.bik,13706924,921b27dd9f2deb9317a377aa9d3d7f26,5471d66f13206ac39bd435d53a2c924eb4cf38af9e06a22f4ca17e142f885173,ZeroHour,EN,False,"{""category"":""other""}"
Data/English/Movies/MD_USA04_0.bik,16062316,0534b9b0ae2407cb501e3c0696b489ea,1a46805c6a117ffc1d14843d5073f5b246924d413cdbd6448141e1b1ed1941ea,ZeroHour,EN,False,"{""category"":""other""}"
Data/English/Movies/MD_USA05_0.bik,20291044,a6e969dd759dea02a3b7609d1a5cef38,97abc54134f15db7359d9509dfbde9e6c9d6382edc5979e66da8dc763119f74c,ZeroHour,EN,False,"{""category"":""other""}"
Data/English/Movies/sizzle_review.bik,23891876,4238a81d8ccbaf8324bdf1994ddeade7,66a52a06953255390ca584c385e1f5524864ee48d206713577c172a5aacf1ab6,ZeroHour,EN,False,"{""category"":""other""}"
Data/English/Movies/sizzle_review640.bik,17220424,e464f33ae298e75d3439756819786136,01ba21833f311e39660b704d9fbe88cc4cc60c641d1f0a699035647c8007c3f5,ZeroHour,EN,False,"{""category"":""other""}"
Data/Movies/GC_Background.bik,149700,bd8fb9e5d3982d9c86c817512bcf17eb,fd997a3b763c8a6e3a5655eaaa9d105b88471487ee639c71cff23bc3d62e8acb,ZeroHour,EN,False,"{""category"":""other""}"
Data/Movies/VS_small.bik,310128,6b56f1c09cdba7a363c66873ba385cb4,f0e4c07b1041dd535298a42eb64b8f734560e33d76902f340d4e820704baf993,ZeroHour,EN,False,"{""category"":""other""}"
Data/Scripts/MultiplayerScripts.scb,10381,2938ee364c4fc60f608d223046ae20f6,86d6bd295dd56dc17c6c1289f9a530506c755b0dbc3e868448d93dd468738ab6,ZeroHour,EN,False,"{""category"":""other""}"
Data/Scripts/Scripts.ini,68743,e37952e22da90832511f99dbcea732f5,2c72d91a77929fd5f2b6f590b4af5ef1c099379bf9c6e39b0f249022a54b7554,ZeroHour,EN,False,"{""category"":""other""}"
Data/Scripts/SkirmishScripts.scb,2272629,0635cfc535efd6f0a09495326bf5d8e5,8f93862b751f289b052206b87170cc840044cb66660fbf6ae30d5782c1d73776,ZeroHour,EN,False,"{""category"":""other""}"
Data/WaterPlane/caust00.tga,16428,9f2d9b6133b6e4d78b409ca8303cab85,d4b2fa073a52734658fed6b780de379fe866b956aec8c95525457232e7d1b636,ZeroHour,EN,False,"{""category"":""other""}"
Data/WaterPlane/caust01.tga,16428,5b257180aef56e05b007be93eb64e527,67116bb0c18491cf403d5706e4d6c005d43ea77e034cb889d60465501d504156,ZeroHour,EN,False,"{""category"":""other""}"
Data/WaterPlane/caust02.tga,16428,6802068b10f1f8ac64646d54124b7e96,2718869ffb24f789a912b5fe0dcd94067db1a06aa144e1a1ac0d81cd6b5c8fbe,ZeroHour,EN,False,"{""category"":""other""}"
Data/WaterPlane/caust03.tga,16428,af760ffba0eff9fe49ace5e8e82de122,6e7c3733f937534800dfc1ac4632c34dd4c873d6d9e55f13dcedf738462d470d,ZeroHour,EN,False,"{""category"":""other""}"
Data/WaterPlane/caust04.tga,16428,3068c2e091b0c52c93b0d83d18b04ea3,7123520dc1d22b0279e24f50f4dd5c62d54b2185883acadfd723e19eda7d5c0e,ZeroHour,EN,False,"{""category"":""other""}"
Data/WaterPlane/caust05.tga,16428,4e6a03367c3282c939f1002f826c6549,7a44d215ad75268319abcef7cd2ac89dfc68cf7a4ff090cb354db287971764a4,ZeroHour,EN,False,"{""category"":""other""}"
Data/WaterPlane/caust06.tga,16428,daefb72301f19803058795c9d4eeb833,c1fba0eef7d968bdd1866fdc13495e0c3ef5f5171f6a6c70f4e73e7097dc6d52,ZeroHour,EN,False,"{""category"":""other""}"
Data/WaterPlane/caust07.tga,16428,8b8ccacbcdf9cdef9481cd9428760c44,b84e11ade33a67bce27c7c2dfcbcc569045e41609332f6f62ef12c675db7baa8,ZeroHour,EN,False,"{""category"":""other""}"
Data/WaterPlane/caust08.tga,16428,0def5b045f0e0ddabf002d68efb8d347,a1e37542342ecb0d7c482512b3f98195b1f17706a0f1579221fa78f3644d64ba,ZeroHour,EN,False,"{""category"":""other""}"
Data/WaterPlane/caust09.tga,16428,f89c4c80fb4d69d23c0755787d18f12b,48608dff4b30b2b25a5fa0c450f744c56e37f007f01b351018c82df7e7198ea4,ZeroHour,EN,False,"{""category"":""other""}"
Data/WaterPlane/caust10.tga,16428,44baf98408c4f629a79495ca88669bec,c2e1c7d5594681269641e08442334eee3d0da26b7c385036427dd33aa56ecedb,ZeroHour,EN,False,"{""category"":""other""}"
Data/WaterPlane/caust11.tga,16428,db0ad392bd51d1fe89ee050e7e9a430b,1bb9d5b5edd128e315bba2f24ed00be12e4df7ce8ca37f7c7d84ef666e8ac72c,ZeroHour,EN,False,"{""category"":""other""}"
Data/WaterPlane/caust12.tga,16428,0416996a4b5ba4c7a60f0456cf1c5a76,dfa05cbcf7d32b8057bf57fa0c7b05e24839205845e66ce06d612130a3f31376,ZeroHour,EN,False,"{""category"":""other""}"
Data/WaterPlane/caust13.tga,16428,9016d60dfcd7fa826edd07464a1cc1cb,5baa929913b5ce1a1cbec97f6cd9090dfa3d78ebc0e000d1ee6b8e0f45591255,ZeroHour,EN,False,"{""category"":""other""}"
